timestamp,value,label
1540644,44026,normal
1540781,40713,normal
1540918,39113,normal
1541055,33160,normal
1541194,45771,normal
1541332,41674,normal
1541522,39737,normal
1541661,24501,blink
1541799,37609,normal
1541939,45979,normal
1542076,41370,normal
1542214,38585,normal
1542352,35480,normal
1542490,28807,blink
1542628,34056,normal
1542767,45691,normal
1542904,45323,normal
1543045,41114,normal
1543183,39929,normal
1543373,39577,normal
1543512,39721,normal
1543651,39609,normal
1543790,38953,normal
1543929,39241,normal
1544069,41658,normal
1544210,40297,normal
1544349,39625,normal
1544488,39545,normal
1544627,38729,normal
1544767,39177,normal
1544906,39417,normal
1545045,39417,normal
1545238,39769,normal
1545378,40089,normal
1545518,40089,normal
1545659,39977,normal
1545799,39833,normal
1545939,41514,normal
1546080,40873,normal
1546220,38633,normal
1546368,39177,normal
1546509,40137,normal
1546650,39065,normal
1546790,38713,normal
1546930,38937,normal
1547123,26934,blink
1547264,42266,normal
1547405,42906,normal
1547546,39193,normal
1547688,33576,normal
1547829,45803,normal
1547970,42426,normal
1548111,39353,normal
1548253,33416,normal
1548394,46635,normal
1548536,42378,normal
1548677,40970,normal
1548818,25926,blink
1549012,46555,normal
1549153,42314,normal
1549296,39785,normal
1549437,27158,blink
1549580,44010,normal
1549722,43098,normal
1549865,39993,normal
1550007,38793,normal
1550150,32615,normal
1550292,44938,normal
1550434,42650,normal
1550576,38969,normal
1550719,30567,blink
1550915,43290,normal
1551059,43290,normal
1551203,40745,normal
1551347,39673,normal
1551490,26998,blink
1551634,40761,normal
1551777,44506,normal
1551922,41098,normal
1552066,40697,normal
1552210,29783,blink
1552355,35896,normal
1552498,46459,normal
1552643,43370,normal
1552838,26966,blink
1552982,40537,normal
1553126,45563,normal
1553270,40905,normal
1553414,40265,normal
1553558,31831,blink
1553702,46203,normal
1553847,41978,normal
1553992,39225,normal
1554136,24421,blink
1554282,47083,normal
1554427,43498,normal
1554572,41354,normal
1554769,40345,normal
1554915,40617,normal
1555059,39593,normal
1555205,39913,normal
1555351,37849,normal
1555497,39369,normal
1555643,38985,normal
1555788,39737,normal
1555934,38521,normal
1556080,39401,normal
1556226,39449,normal
1556372,38713,normal
1556518,38729,normal
1556716,25270,blink
1556863,42858,normal
1557009,43370,normal
1557156,40425,normal
1557302,40137,normal
1557449,23989,blink
1557595,44314,normal
1557742,42106,normal
1557888,40265,normal
1558035,39433,normal
1558181,31991,blink
1558328,46059,normal
1558475,41578,normal
1558674,38985,normal
1558821,35784,normal
1558968,30919,blink
1559115,40569,normal
1559262,47211,normal
1559409,41514,normal
1559557,31351,blink
1559704,35448,normal
1559852,42282,normal
1560000,44202,normal
1560148,39497,normal
1560296,28374,blink
1560444,44362,normal
1560644,42698,normal
1560792,37657,normal
1560940,31063,blink
1561088,37977,normal
1561236,47147,normal
1561385,40713,normal
1561534,31159,blink
1561682,46683,normal
1561831,41466,normal
1561979,27990,normal
1562128,43994,normal
1562276,43450,normal
1562425,28598,blink
1562624,45851,normal
1562773,41738,normal
1562922,39737,normal
1563071,40121,normal
1563220,38889,normal
1563369,38153,normal
1563518,38089,normal
1563668,38521,normal
1563817,38377,normal
1563967,38841,normal
1564116,38745,normal
1564267,38297,normal
1564416,29575,blink
1564618,41178,normal
1564767,45707,normal
1564918,35720,normal
1565068,36648,normal
1565218,45675,normal
1565403,40361,normal
1565538,39193,normal
1565673,35672,normal
1565808,43482,normal
1565943,40281,normal
1566078,39417,normal
1566213,25366,blink
1566350,46603,normal
1566538,40233,normal
1566673,38953,normal
1566809,39081,normal
1566945,29367,blink
1567081,43146,normal
1567217,43162,normal
1567353,39657,normal
1567489,39561,normal
1567625,25990,blink
1567761,43034,normal
1567897,41402,normal
1568033,38793,normal
1568169,31783,blink
1568357,43690,normal
1568493,43130,normal
1568629,39289,normal
1568766,26966,blink
1568903,37833,normal
1569041,45291,normal
1569178,41626,normal
1569315,37033,normal
1569453,33352,normal
1569590,44890,normal
1569728,40713,normal
1569866,28823,blink
1570004,43370,normal
1570193,49516,normal
1570330,40873,normal
1570467,38281,normal
1570605,34696,normal
1570742,28662,blink
1570880,37081,normal
1571018,44346,normal
1571156,39417,normal
1571294,32647,normal
1571432,36024,normal
1571570,42682,normal
1571708,43130,normal
1571847,39961,normal
1572038,38217,normal
1572176,35288,normal
1572319,32872,normal
1572459,41082,normal
1572598,47643,normal
1572737,41242,normal
1572876,40185,normal
1573016,39513,normal
1573156,39385,normal
1573296,38345,normal
1573435,38841,normal
1573574,38761,normal
1573713,38169,normal
1573905,38585,normal
1574045,38953,normal
1574185,38825,normal
1574325,39257,normal
1574465,34216,normal
1574605,41738,normal
1574746,41930,normal
1574886,39225,normal
1575026,37785,normal
1575166,30039,blink
1575307,39705,normal
1575447,42346,normal
1575587,41978,normal
1575780,25366,blink
1575920,43258,normal
1576061,43114,normal
1576201,34728,normal
1576343,41082,normal
1576485,42426,normal
1576626,39145,normal
1576767,32583,normal
1576909,46139,normal
1577051,40345,normal
1577193,39673,normal
1577334,33496,normal
1577477,39161,normal
1577676,42682,normal
1577817,38217,normal
1577960,27190,blink
1578102,44938,normal
1578246,42314,normal
1578389,40201,normal
1578532,36168,normal
1578674,44106,normal
1578817,39209,normal
1578960,39929,normal
1579103,42154,normal
1579247,31191,blink
1579390,42794,normal
1579584,40265,normal
1579727,39369,normal
1579870,39513,normal
1580013,39369,normal
1580157,39465,normal
1580301,38761,normal
1580445,37977,normal
1580589,38217,normal
1580732,38569,normal
1580875,37865,normal
1581019,25670,blink
1581163,43818,normal
1581314,41322,normal
1581511,26166,normal
1581655,44970,normal
1581799,40809,normal
1581943,30743,blink
1582088,44634,normal
1582232,40073,normal
1582377,39465,normal
1582521,39193,normal
1582665,39433,normal
1582810,39657,normal
1582955,39337,normal
1583099,39737,normal
1583245,39065,normal
1583441,39001,normal
1583587,39417,normal
1583732,39289,normal
1583878,38281,normal
1584023,39321,normal
1584168,40073,normal
1584313,40233,normal
1584458,38313,normal
1584604,39401,normal
1584750,39385,normal
1584895,39193,normal
1585042,39753,normal
1585187,39369,normal
1585386,39561,normal
1585531,38249,normal
1585678,39513,normal
1585824,27302,blink
1585970,44634,normal
1586115,41706,normal
1586261,27622,normal
1586408,46315,normal
1586556,30039,blink
1586702,46187,normal
1586849,40761,normal
1586996,35992,normal
1587143,43930,normal
1587342,24101,blink
1587489,44250,normal
1587637,41898,normal
1587784,25926,normal
1587931,44010,normal
1588078,40905,normal
1588225,32599,normal
1588373,43594,normal
1588521,41194,normal
1588669,38873,normal
1588817,44298,normal
1588965,43594,normal
1589115,39305,normal
1589315,39625,normal
1589464,39785,normal
1589612,38153,normal
1589762,38345,normal
1589911,38777,normal
1590060,38473,normal
1590208,38745,normal
1590357,39385,normal
1590506,24598,blink
1590655,44762,normal
1590803,40970,normal
1590952,39481,normal
1591101,39337,normal
1591304,39289,normal
1591453,39433,normal
1591602,38937,normal
1591752,39305,normal
1591901,39513,normal
1592050,25126,blink
1592200,43098,normal
1592349,42282,normal
1592499,39657,normal
1592648,39081,normal
1592799,38745,normal
1592948,39689,normal
1593098,38777,normal
1593300,39273,normal
1593450,27606,blink
1593600,41834,normal
1593751,41386,normal
1593902,39001,normal
1594086,39817,normal
1594222,38809,normal
1594357,38585,normal
1594493,38281,normal
1594628,38105,normal
1594763,38185,normal
1594898,35288,normal
1595034,35416,normal
1595221,45099,normal
1595356,39849,normal
1595492,40089,normal
1595627,40137,normal
1595762,38873,normal
1595898,38697,normal
1596034,38617,normal
1596171,38505,normal
1596307,40137,normal
1596444,33160,normal
1596582,43242,normal
1596718,39673,normal
1596855,39785,normal
1597043,39561,normal
1597179,38873,normal
1597316,38249,normal
1597452,40009,normal
1597589,37785,normal
1597725,39529,normal
1597863,40377,normal
1598001,36392,normal
1598139,40809,normal
1598276,40873,normal
1598413,38825,normal
1598550,38217,normal
1598687,38601,normal
1598877,38313,normal
1599015,38345,normal
1599153,37865,normal
1599292,38569,normal
1599430,37705,normal
1599569,23301,blink
1599706,42362,normal
1599844,40777,normal
1599982,38729,normal
1600120,38217,normal
1600258,37785,normal
1600398,37273,normal
1600535,38553,normal
1600726,37785,normal
1600865,38617,normal
1601005,37897,normal
1601144,24902,blink
1601283,41146,normal
1601422,42874,normal
1601562,39993,normal
1601701,38569,normal
1601840,39097,normal
1601980,37465,normal
1602120,38745,normal
1602259,38569,normal
1602399,37337,normal
1602590,26406,blink
1602731,34952,normal
1602871,45323,normal
1603012,40873,normal
1603152,38921,normal
1603293,38985,normal
1603433,38265,normal
1603575,38217,normal
1603716,37945,normal
1603857,37321,normal
1603998,26550,blink
1604138,38377,normal
1604278,43850,normal
1604472,39593,normal
1604613,38745,normal
1604754,39673,normal
1604895,38745,normal
1605035,38121,normal
1605178,38329,normal
1605319,38633,normal
1605461,38105,normal
1605602,35544,normal
1605743,31751,blink
1605885,39177,normal
1606026,42890,normal
1606168,39385,normal
1606361,38041,normal
1606503,37337,normal
1606646,36024,normal
1606787,30855,blink
1606929,40601,normal
1607070,45307,normal
1607212,40905,normal
1607353,38649,normal
1607495,38585,normal
1607637,38553,normal
1607781,37929,normal
1607923,38505,normal
1608066,38825,normal
1608262,37641,normal
1608405,36760,normal
1608548,35912,normal
1608691,40505,normal
1608835,37513,normal
1608978,35368,normal
1609122,35224,normal
1609266,44938,normal
1609410,40121,normal
1609554,39385,normal
1609697,39017,normal
1609841,38969,normal
1609984,38009,normal
1610179,23781,blink
1610323,42458,normal
1610468,42410,normal
1610612,39529,normal
1610756,38153,normal
1610900,37241,normal
1611045,38697,normal
1611189,37977,normal
1611333,38137,normal
1611477,26550,blink
1611622,42858,normal
1611766,40761,normal
1611911,39305,normal
1612108,37865,normal
1612253,37657,normal
1612398,37481,normal
1612544,38169,normal
1612688,36488,normal
1612834,35528,normal
1612979,42442,normal
1613123,39897,normal
1613269,39513,normal
1613415,38473,normal
1613560,38185,normal
1613706,38745,normal
1613852,38441,normal
1614051,38345,normal
1614197,38585,normal
1614343,38361,normal
1614490,38825,normal
1614637,37625,normal
1614783,33496,normal
1614929,42554,normal
1615075,41274,normal
1615221,38313,normal
1615368,39161,normal
1615515,41162,normal
1615662,39369,normal
1615808,38057,normal
1616007,38297,normal
1616161,42890,normal
1616309,38073,normal
1616456,37529,normal
1616604,36937,normal
1616752,34344,normal
1616900,38425,normal
1617048,37673,normal
1617197,37769,normal
1617345,28727,blink
1617493,38345,normal
1617641,43274,normal
1617789,39593,normal
1617989,38985,normal
1618138,37849,normal
1618286,38537,normal
1618434,38825,normal
1618582,37977,normal
1618730,38217,normal
1618878,39785,normal
1619027,42538,normal
1619175,40649,normal
1619325,39833,normal
1619474,40601,normal
1619623,39449,normal
1619773,40377,normal
1619975,40345,normal
1620124,39433,normal
1620273,40825,normal
1620423,39673,normal
1620573,43674,normal
1620722,42746,normal
1620871,42234,normal
1621023,40025,normal
1621173,39145,normal
1621322,40265,normal
1621472,40873,normal
1621622,40553,normal
1621772,40409,normal
1621974,40329,normal
1622124,38025,normal
1622275,41386,normal
1622425,43722,normal
1622575,41258,normal
1622759,40633,normal
1622894,39929,normal
1623030,40121,normal
1623165,39625,normal
1623301,39593,normal
1623436,40633,normal
1623571,40873,normal
1623706,40601,normal
1623894,34424,normal
1624030,41690,normal
1624168,41578,normal
1624304,40137,normal
1624441,39369,normal
1624577,39833,normal
1624713,40441,normal
1624849,40873,normal
1624986,40809,normal
1625123,41498,normal
1625259,40249,normal
1625395,41162,normal
1625531,39961,normal
1625719,38697,normal
1625855,30487,blink
1625991,39001,normal
1626129,48411,normal
1626266,42282,normal
1626404,41994,normal
1626541,39497,normal
1626679,38745,normal
1626816,30887,blink
1626953,31975,normal
1627090,47995,normal
1627227,47179,normal
1627364,41850,normal
1627553,40601,normal
1627692,39561,normal
1627829,40169,normal
1627967,40009,normal
1628106,40649,normal
1628244,40153,normal
1628384,39417,normal
1628521,37977,normal
1628659,41674,normal
1628797,44058,normal
1628935,40970,normal
1629073,40233,normal
1629212,39369,normal
1629402,39689,normal
1629543,38553,normal
1629682,39289,normal
1629821,39977,normal
1629961,39993,normal
1630100,38553,normal
1630240,39001,normal
1630379,29607,blink
1630519,39785,normal
1630660,46235,normal
1630799,41162,normal
1630938,39305,normal
1631077,39641,normal
1631269,39753,normal
1631409,39833,normal
1631548,38729,normal
1631690,36136,normal
1631830,40089,normal
1631971,43930,normal
1632111,41418,normal
1632251,39849,normal
1632391,39849,normal
1632532,39561,normal
1632672,40169,normal
1632813,38873,normal
1632953,39401,normal
1633146,42698,normal
1633287,41178,normal
1633427,39705,normal
1633568,39657,normal
1633709,38473,normal
1633850,29463,blink
1633991,43082,normal
1634133,42250,normal
1634274,40585,normal
1634416,39353,normal
1634557,39481,normal
1634699,37385,normal
1634840,31127,blink
1635035,44922,normal
1635177,41386,normal
1635319,40505,normal
1635461,39769,normal
1635603,39049,normal
1635745,41402,normal
1635887,38825,normal
1636029,35272,normal
1636172,42842,normal
1636315,40153,normal
1636458,38745,normal
1636600,36280,normal
1636743,32776,normal
1636938,47131,normal
1637080,42218,normal
1637224,41178,normal
1637368,40185,normal
1637512,37721,normal
1637656,35736,normal
1637799,43754,normal
1637942,39657,normal
1638086,39529,normal
1638229,40489,normal
1638374,39593,normal
1638518,37305,normal
1638662,42634,normal
1638858,39897,normal
1639001,39017,normal
1639146,39465,normal
1639289,40025,normal
1639434,32103,normal
1639578,41898,normal
1639723,40665,normal
1639867,38361,normal
1640011,37913,normal
1640155,37737,normal
1640300,37401,normal
1640445,39577,normal
1640590,42394,normal
1640787,40361,normal
1640932,32103,normal
1641077,44986,normal
1641223,42170,normal
1641369,41130,normal
1641513,39833,normal
1641659,40489,normal
1641805,39881,normal
1641951,36696,normal
1642097,34920,normal
1642242,38409,normal
1642388,51228,normal
1642534,48443,normal
1642732,42202,normal
1642878,41914,normal
1643024,29479,blink
1643171,46251,normal
1643317,42218,normal
1643464,40345,normal
1643610,39945,normal
1643757,39881,normal
1643904,39385,normal
1644051,39705,normal
1644198,39737,normal
1644345,32007,normal
1644491,43754,normal
1644691,39561,normal
1644838,27014,blink
1644986,45771,normal
1645134,41626,normal
1645281,39897,normal
1645428,39145,normal
1645575,40617,normal
1645722,39993,normal
1645869,25798,blink
1646018,45547,normal
1646165,43594,normal
1646313,41498,normal
1646461,39865,normal
1646661,38969,normal
1646808,39353,normal
1646956,27174,blink
1647104,43962,normal
1647252,40617,normal
1647400,28775,normal
1647548,47867,normal
1647696,44298,normal
1647846,43290,normal
1647995,42394,normal
1648144,43946,normal
1648293,45179,normal
1648442,41818,normal
1648643,40617,normal
1648792,27558,blink
1648941,45195,normal
1649090,41050,normal
1649239,39785,normal
1649388,41418,normal
1649537,38921,normal
1649687,38249,normal
1649836,42826,normal
1649986,41130,normal
1650135,41514,normal
1650285,39705,normal
1650434,35192,normal
1650637,41834,normal
1650788,39401,normal
1650944,38857,normal
1651094,33192,normal
1651244,42346,normal
1651429,39449,normal
1651564,38873,normal
1651699,39865,normal
1651834,30471,blink
1651969,41290,normal
1652104,41290,normal
1652239,41306,normal
1652374,39417,normal
1652561,39721,normal
1652698,39593,normal
1652833,39289,normal
1652969,41754,normal
1653105,40713,normal
1653241,39577,normal
1653377,35560,normal
1653513,44218,normal
1653649,40681,normal
1653785,31623,blink
1653921,44650,normal
1654057,42010,normal
1654193,39977,normal
1654381,40713,normal
1654517,41050,normal
1654654,31623,blink
1654790,45195,normal
1654926,42794,normal
1655063,41226,normal
1655200,41274,normal
1655338,40425,normal
1655475,40041,normal
1655612,40313,normal
1655750,39721,normal
1655887,40121,normal
1656024,40329,normal
1656214,38873,normal
1656352,42714,normal
1656489,43210,normal
1656627,39929,normal
1656764,39593,normal
1656902,40377,normal
1657039,39881,normal
1657178,38777,normal
1657316,36921,normal
1657454,44490,normal
1657593,42282,normal
1657731,41370,normal
1657869,40105,normal
1658059,37641,normal
1658198,44106,normal
1658337,40377,normal
1658476,39593,normal
1658619,28566,blink
1658759,44698,normal
1658899,43242,normal
1659038,41194,normal
1659177,41018,normal
1659317,40169,normal
1659457,24469,blink
1659597,45355,normal
1659736,41514,normal
1659927,39817,normal
1660066,39593,normal
1660206,40121,normal
1660345,39225,normal
1660486,39705,normal
1660626,31847,blink
1660766,42602,normal
1660906,40986,normal
1661046,39577,normal
1661186,39945,normal
1661326,39305,normal
1661466,39305,normal
1661607,39481,normal
1661799,41290,normal
1661939,39769,normal
1662080,38953,normal
1662220,38521,normal
1662362,39897,normal
1662503,40857,normal
1662645,28759,blink
1662787,43018,normal
1662929,40489,normal
1663070,39609,normal
1663212,39433,normal
1663354,39513,normal
1663496,39513,normal
1663691,39321,normal
1663834,39513,normal
1663976,39673,normal
1664118,39113,normal
1664260,38969,normal
1664403,39705,normal
1664545,39417,normal
1664689,40329,normal
1664831,41754,normal
1664974,42010,normal
1665117,39753,normal
1665261,36760,normal
1665403,43882,normal
1665600,40553,normal
1665743,39321,normal
1665886,38745,normal
1666029,37545,normal
1666172,42634,normal
1666315,43386,normal
1666459,40393,normal
1666603,39273,normal
1666746,39337,normal
1666890,29639,blink
1667033,43898,normal
1667176,40970,normal
1667320,39001,normal
1667516,39193,normal
1667661,25686,blink
1667804,43386,normal
1667949,41354,normal
1668093,39817,normal
1668238,36712,normal
1668383,42986,normal
1668527,41626,normal
1668673,40137,normal
1668817,39353,normal
1668961,32343,normal
1669106,43514,normal
1669251,40921,normal
1669447,39833,normal
1669591,39561,normal
1669736,29047,blink
1669881,43210,normal
1670026,41962,normal
1670172,41562,normal
1670317,40745,normal
1670462,41370,normal
1670608,41402,normal
1670753,40409,normal
1670899,41818,normal
1671045,41978,normal
1671191,40393,normal
1671390,40185,normal
1671536,39897,normal
1671682,39833,normal
1671828,39753,normal
1671973,40425,normal
1672120,40185,normal
1672266,40009,normal
1672412,39689,normal
1672559,40617,normal
1672707,39673,normal
1672854,40153,normal
1673001,39865,normal
1673147,39753,normal
1673345,27958,blink
1673493,44474,normal
1673641,41498,normal
1673788,40121,normal
1673935,39657,normal
1674082,26806,blink
1674229,44954,normal
1674376,42154,normal
1674523,40665,normal
1674672,39545,normal
1674820,40201,normal
1674969,39513,normal
1675117,39993,normal
1675317,33864,normal
1675466,44218,normal
1675615,41194,normal
1675764,40457,normal
1675913,39913,normal
1676063,40425,normal
1676212,36985,normal
1676361,43722,normal
1676510,41018,normal
1676659,40681,normal
1676809,39769,normal
1676958,40249,normal
1677108,38409,normal
1677309,39881,normal
1677458,40505,normal
1677607,37993,normal
1677756,43050,normal
1677905,40793,normal
1678056,40313,normal
1678205,39305,normal
1678355,39961,normal
1678504,39833,normal
1678654,31143,blink
1678803,43946,normal
1678953,41402,normal
1679103,33016,normal
1679306,42666,normal
1679456,40537,normal
1679606,39689,normal
1679755,40233,normal
1679905,39833,normal
1680056,33720,normal
1680241,43050,normal
1680377,34968,normal
1680512,44506,normal
1680648,42074,normal
1680783,30759,blink
1680918,45163,normal
1681053,45050,normal
1681240,41114,normal
1681375,40761,normal
1681510,28679,blink
1681646,45147,normal
1681782,41802,normal
1681917,39305,normal
1682053,40409,normal
1682190,38105,normal
1682327,44058,normal
1682464,43930,normal
1682601,41466,normal
1682739,39945,normal
1682876,39369,normal
1683064,39481,normal
1683200,33080,normal
1683336,46283,normal
1683473,44234,normal
1683609,41482,normal
1683746,40073,normal
1683882,39209,normal
1684020,39593,normal
1684157,40393,normal
1684295,37657,normal
1684433,40745,normal
1684570,45355,normal
1684707,42650,normal
1684896,40633,normal
1685034,39945,normal
1685172,39865,normal
1685310,37289,normal
1685449,43594,normal
1685594,45339,normal
1685733,41162,normal
1685870,40217,normal
1686008,40441,normal
1686146,40393,normal
1686285,39657,normal
1686424,26326,blink
1686564,46283,normal
1686756,41738,normal
1686895,39737,normal
1687035,39545,normal
1687175,39753,normal
1687314,40089,normal
1687453,40601,normal
1687593,39705,normal
1687733,40233,normal
1687872,39977,normal
1688011,39961,normal
1688151,39897,normal
1688290,40201,normal
1688429,36905,normal
1688621,42858,normal
1688760,23301,blink
1688902,47003,normal
1689042,44730,normal
1689183,42090,normal
1689323,27030,blink
1689464,46875,normal
1689603,44314,normal
1689744,41482,normal
1689885,40073,normal
1690026,36232,normal
1690167,44282,normal
1690308,41802,normal
1690500,40585,normal
1690642,40457,normal
1690784,40857,normal
1690925,39817,normal
1691066,39529,normal
1691206,40537,normal
1691349,39529,normal
1691490,40185,normal
1691632,41034,normal
1691774,39673,normal
1691915,38281,normal
1692058,45435,normal
1692199,41530,normal
1692393,39849,normal
1692535,39881,normal
1692676,39913,normal
1692819,40521,normal
1692960,24806,blink
1693102,45899,normal
1693243,41946,normal
1693385,40297,normal
1693527,40377,normal
1693669,39993,normal
1693811,39305,normal
1693954,39849,normal
1694096,41098,normal
1694292,39753,normal
1694434,27030,blink
1694577,47307,normal
1694720,42330,normal
1694863,40777,normal
1695006,40233,normal
1695149,39817,normal
1695293,40217,normal
1695437,40713,normal
1695581,40377,normal
1695725,40121,normal
1695868,40121,normal
1696013,40809,normal
1696208,40041,normal
1696352,31719,blink
1696496,45547,normal
1696641,41050,normal
1696785,40473,normal
1696929,40041,normal
1697073,39929,normal
1697218,40137,normal
1697362,40185,normal
1697506,40233,normal
1697650,40473,normal
1697794,39673,normal
1697939,43450,normal
1698135,42298,normal
1698279,40505,normal
1698424,39689,normal
1698569,41322,normal
1698715,40185,normal
1698860,40665,normal
1699006,40377,normal
1699151,40297,normal
1699296,40265,normal
1699442,45034,normal
1699588,41466,normal
1699733,40986,normal
1699879,39225,normal
1700077,39769,normal
1700225,40729,normal
1700370,40425,normal
1700516,40025,normal
1700662,38473,normal
1700809,42746,normal
1700955,45387,normal
1701101,41498,normal
1701247,40297,normal
1701394,39945,normal
1701540,40441,normal
1701687,39337,normal
1701833,40553,normal
1702032,38825,normal
1702179,29607,blink
1702327,45803,normal
1702474,42298,normal
1702622,40665,normal
1702770,40457,normal
1702919,39929,normal
1703067,40841,normal
1703216,40249,normal
1703364,40617,normal
1703513,39465,normal
1703660,40313,normal
1703809,30087,blink
1704009,43178,normal
1704158,41242,normal
1704307,40761,normal
1704456,40201,normal
1704605,40713,normal
1704753,39753,normal
1704901,39817,normal
1705050,40121,normal
1705199,40105,normal
1705348,39529,normal
1705497,40153,normal
1705647,26326,blink
1705795,45739,normal
1705998,41994,normal
1706147,41466,normal
1706296,40249,normal
1706445,39209,normal
1706595,39849,normal
1706745,40089,normal
1706894,40809,normal
1707043,39673,normal
1707195,39401,normal
1707345,44266,normal
1707495,43482,normal
1707644,40793,normal
1707795,39913,normal
1707997,39497,normal
1708146,39433,normal
1708297,41466,normal
1708448,40009,normal
1708599,38425,normal
1708749,45563,normal
1708933,41466,normal
1709069,40121,normal
1709205,40793,normal
1709341,40457,normal
1709476,40473,normal
1709611,40809,normal
1709746,40393,normal
1709934,23461,blink
1710070,46459,normal
1710209,45083,normal
1710345,40585,normal
1710481,41978,normal
1710617,45115,normal
1710753,41962,normal
1710889,41066,normal
1711026,40377,normal
1711163,40585,normal
1711299,40073,normal
1711435,40377,normal
1711572,40073,normal
1711761,40665,normal
1711898,40729,normal
1712034,40617,normal
1712170,40153,normal
1712307,40153,normal
1712445,41450,normal
1712581,40441,normal
1712719,30871,blink
1712856,45323,normal
1712994,42234,normal
1713131,39833,normal
1713268,40505,normal
1713405,40825,normal
1713594,40601,normal
1713733,40073,normal
1713870,40217,normal
1714008,40169,normal
1714147,40057,normal
1714285,40361,normal
1714425,39913,normal
1714562,39673,normal
1714700,40265,normal
1714838,41178,normal
1714976,44266,normal
1715115,40409,normal
1715254,40329,normal
1715443,40009,normal
1715584,41418,normal
1715722,40745,normal
1715862,30231,blink
1716001,44218,normal
1716140,42906,normal
1716280,40921,normal
1716419,40345,normal
1716559,40329,normal
1716699,40617,normal
1716838,40121,normal
1716977,39961,normal
1717116,40505,normal
1717309,40745,normal
1717448,39785,normal
1717587,39433,normal
1717729,39897,normal
1717870,41194,normal
1718011,41242,normal
1718152,40537,normal
1718292,40697,normal
1718432,40553,normal
1718573,40233,normal
1718713,40121,normal
1718862,40601,normal
1719002,33096,normal
1719194,43434,normal
1719334,41770,normal
1719475,40457,normal
1719615,39945,normal
1719757,40297,normal
1719898,40233,normal
1720040,39705,normal
1720182,39577,normal
1720323,39561,normal
1720464,39753,normal
1720605,40857,normal
1720747,42026,normal
1720889,40970,normal
1721083,37193,normal
1721224,41818,normal
1721366,40473,normal
1721508,28502,blink
1721650,45050,normal
1721792,43034,normal
1721934,40889,normal
1722076,40185,normal
1722219,40201,normal
1722361,40217,normal
1722504,40073,normal
1722646,40697,normal
1722789,40137,normal
1722984,41114,normal
1723127,40473,normal
1723270,39945,normal
1723414,40569,normal
1723558,40169,normal
1723701,40025,normal
1723844,40073,normal
1723987,40905,normal
1724131,40649,normal
1724274,40425,normal
1724419,39721,normal
1724562,40297,normal
1724707,41050,normal
1724902,41418,normal
1725045,40633,normal
1725189,40217,normal
1725332,40585,normal
1725477,40233,normal
1725621,31447,blink
1725766,44090,normal
1725910,41322,normal
1726054,41946,normal
1726198,40521,normal
1726343,40825,normal
1726488,40233,normal
1726634,40057,normal
1726832,38393,normal
1726978,39881,normal
1727122,41002,normal
1727268,40121,normal
1727413,40441,normal
1727558,40041,normal
1727704,41098,normal
1727850,41130,normal
1727996,40473,normal
1728142,39753,normal
1728287,40249,normal
1728434,40217,normal
1728580,40873,normal
1728778,40233,normal
1728924,40777,normal
1729070,40105,normal
1729217,40089,normal
1729363,40217,normal
1729510,40521,normal
1729657,40345,normal
1729804,40441,normal
1729950,40121,normal
1730097,40777,normal
1730243,41402,normal
1730391,40217,normal
1730537,41290,normal
1730736,40057,normal
1730883,33576,normal
1731031,43194,normal
1731179,42090,normal
1731326,38889,normal
1731473,46075,normal
1731621,41530,normal
1731768,42842,normal
1731916,44362,normal
1732064,32471,normal
1732212,45819,normal
1732359,42970,normal
1732508,40665,normal
1732708,40185,normal
1732856,40970,normal
1733004,26118,blink
1733152,45899,normal
1733300,43658,normal
1733448,40761,normal
1733596,40761,normal
1733744,39721,normal
1733893,41370,normal
1734043,37193,normal
1734191,43786,normal
1734340,42234,normal
1734488,39721,normal
1734690,39625,normal
1734839,39865,normal
1734988,42586,normal
1735137,41194,normal
1735286,33704,normal
1735435,45499,normal
1735584,42634,normal
1735734,42170,normal
1735883,41978,normal
1736034,40986,normal
1736184,41418,normal
1736334,30967,blink
1736483,46091,normal
1736685,42362,normal
1736835,41850,normal
1736985,41050,normal
1737135,26390,blink
1737285,45387,normal
1737435,44122,normal
1737619,41130,normal
1737754,41178,normal
1737889,41482,normal
1738024,40857,normal
1738159,41002,normal
1738294,40793,normal
1738429,40761,normal
1738618,40777,normal
1738753,40265,normal
1738888,40569,normal
1739024,37289,normal
1739159,43194,normal
1739295,41242,normal
1739431,41194,normal
1739567,41306,normal
1739703,34696,normal
1739839,43546,normal
1739975,45034,normal
1740111,41082,normal
1740248,41274,normal
1740437,27382,blink
1740574,44970,normal
1740710,44202,normal
1740846,41962,normal
1740983,41450,normal
1741120,40041,normal
1741258,30455,blink
1741395,45147,normal
1741532,42058,normal
1741669,40857,normal
1741806,38649,normal
1741944,39129,normal
1742082,39833,normal
1742272,45131,normal
1742409,43658,normal
1742546,41946,normal
1742684,39977,normal
1742821,41642,normal
1742959,40041,normal
1743097,41882,normal
1743236,33896,normal
1743374,44202,normal
1743513,42826,normal
1743651,41434,normal
1743789,41146,normal
1743927,40889,normal
